Utterance,Emotion,,,,,,
"Oh, that is so not true.",angry,,,,,,
"Oh, it is.",neutral,,,,,,
It isn't.,angry,,,,,,
It is.,neutral,,,,,,
Isn't!,angry,,,,,,
"Breathe, breathe, breathe...",fearful,,,,,,
"Oh, no.",fearful,,,,,,
Ew! What is that? Something exploded!,fearful,,,,,,
"Breathe, breathe, breathe.",happy,,,,,,
Please. This is so your fault.,neutral,,,,,,
"How, how is this my fault?",fearful,,,,,,
You tryin' to be clever? A funny lady?,neutral,,,,,,
"Oh, I'm threatened by you?",angry,,,,,,
Yes.,neutral,,,,,,
"Yeah, Susan.",neutral,,,,,,
Are they here yet?,neutral,,,,,,
Ok.,neutral,,,,,,
Ok?,neutral,,,,,,
Ok.,neutral,,,,,,
Oh.,neutral,,,,,,
I'm a waitress.,neutral,,,,,,
Yeah. Gotcha.,neutral,,,,,,
Ok. That's fine.,neutral,,,,,,
"No, this is a loaner.",neutral,,,,,,
"Yeah, they're not so bad.",neutral,,,,,,
Every day is Lesbian Lover Day.,happy,,,,,,
This is so great.,happy,,,,,,
You wanna explain that?,neutral,,,,,,
Where are they?,neutral,,,,,,
"Yeah, honey, they wouldn't miss this.",neutral,,,,,,
You are really frightening me.,fearful,,,,,,
"All right, ten centimeters, here we go.",neutral,,,,,,
But they're not here yet!,fearful,,,,,,
"Oh, god.",fearful,,,,,,
"Ok, got the vent open.",neutral,,,,,,
What do you see?,happy,,,,,,
"Phoebs, It's open! It's open!",happy,,,,,,
Wait! You forgot your legs!,happy,,,,,,
"Push, push!",happy,,,,,,
And here's little Ben nodding off...,neutral,,,,,,
"Awww, look at Aunt Monica's little boy!",happy,,,,,,
"Oh, look, he's got Ross's haircut!",happy,,,,,,
"Oh, let me see! Oh, God, is he just the sweetest thing? You must just want to kiss him all over!",happy,,,,,,
That would be nice.,sad,,,,,,
Pardon?,neutral,,,,,,
"Nothing, just a little extra air in my mouth. Pffft. Pffffffft.",neutral,,,,,,
"Hey, Chan, can you help me out here? I promise I'll pay you back.",neutral,,,,,,
"Oh, yeah, right, OK... inlcuding the waffles last week, you now owe me... 17 jillion dollars.",angry,,,,,,
"I will, really. I'll pay you back this time.",neutral,,,,,,
... And where's this money coming from?,angry,,,,,,
Well... I'm helping out down at the N.Y.U. Med School with some... research.,neutral,,,,,,
What kind of research?,neutral,,,,,,
"Oh, just, y'know.... science.",neutral,,,,,,
"Science. Yeah, I think I've heard of that.",neutral,,,,,,
... It's a fertility study.,neutral,,,,,,
"Oh, Joey, please tell me you're only donating your time.",neutral,,,,,,
Hey.,neutral,,,,,,
"Wow, ooh, you're gonna be making money hand over fist!",happy,,,,,,
"I mean, this is unbelievable.",happy,,,,,,
"I know. This is really, really huge.",happy,,,,,,
No it's not. It's small. It's tiny. It's petite. It's wee.,happy,,,,,,
Nuh-uh. I don't think any of our lives are ever gonna be the same ever again.,happy,,,,,,
"OK, is there a mute button on this woman?",happy,,,,,,
"I think this is so great! I mean, you and Ross! D-did you have any idea?",happy,,,,,,
"Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.",happy,,,,,,
"Ross? All this time? Well, I've got to talk to him.",happy,,,,,,
H-He's in China!,fearful,,,,,,
The country.,neutral,,,,,,
"No, no, wait. His flight doesn't leave for another forty-five more minutes.",neutral,,,,,,
What about the time difference?,neutral,,,,,,
From here to the airport?,fearful,,,,,,
Yes! You're never gonna make it!,happy,,,,,,
"Rachel, what're you gonna say to him?",neutral,,,,,,
I-I-I don't know.,fearful,,,,,,
Well then maybe you shouldn't go.,neutral,,,,,,
"Yeah, but if it's good news, you should tell him now.",happy,,,,,,
"Here, look, alright, does this help?",neutral,,,,,,
"Rachel, I love you! Deal with me first!",happy,,,,,,
Alright!,neutral,,,,,,
Ni-chou chi-ma!,neutral,,,,,,
"Ross! Excuse me, pardon me, excuse me....",neutral,,,,,,
Hi!,neutral,,,,,,
Hi.,happy,,,,,,
May I see your boarding pass?,neutral,,,,,,
No no no! Federal regulations!,fearful,,,,,,
"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is very important.",angry,,,,,,
Alright. What's the message?,fearful,,,,,,
Uh... I don't know.,neutral,,,,,,
"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",sad,,,,,,
What?,happy,,,,,,
"Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!",neutral,,,,,,
"Heh, heh. It was nothin'.",happy,,,,,,
"Well, now we've gotta find something fun for you!",happy,,,,,,
"Uhhh.. y'know what? Forget about me. Let's, uh... let's give you another turn.",fearful,,,,,,
M-Me again?,happy,,,,,,
Sure! Why not?,happy,,,,,,
"Boy, somebody's gonna get a big fruit basket tomorrow.",happy,,,,,,
"Oooh, I gotta tell you... you are nothing like I thought you would be.",happy,,,,,,
How do you mean?,neutral,,,,,,
Sure.,happy,,,,,,
"Yeah, but, y'know, it's... it would be like starting on the fifteenth date.",happy,,,,,,
Another good point.,neutral,,,,,,
Huh?,fearful,,,,,,
Why isn't it working out?,fearful,,,,,,
I don't know... sometimes it doesn't.,fearful,,,,,,
Is he not cute enough for you?,angry,,,,,,
No!,sad,,,,,,
Does he not make enough money?,angry,,,,,,
"No, I'm just....",fearful,,,,,,
Maybe there's someone else.,neutral,,,,,,
Wha...,happy,,,,,,
Is there? Is there someone else?,angry,,,,,,
No! There is.. there is noone else!,fearful,,,,,,
"Hey, big...",neutral,,,,,,
Shhhh!,fearful,,,,,,
...spender.,happy,,,,,,
She's still asleep.,neutral,,,,,,
So how'd it go?,neutral,,,,,,
I didn't know you had another level.,neutral,,,,,,
I know! Neither did I!,happy,,,,,,
"Hey, great skirt! Birthday present?",happy,,,,,,
Yeah.,happy,,,,,,
"Oh, from who?",neutral,,,,,,
"Oh, why?",fearful,,,,,,
Who is it?,neutral,,,,,,
"It's me, Carl.",neutral,,,,,,
C'mon up.,neutral,,,,,,
Seven hundred bucks!,happy,,,,,,
"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",fearful,,,,,,
"For God's sake, will you let it go? There's no Rachel!",angry,,,,,,
"Oh, hey, hey, I got that.",neutral,,,,,,
"Oh, thanks, sweetie.",neutral,,,,,,
No problem. I cannot wait for you to meet my friends.,neutral,,,,,,
Really?,neutral,,,,,,
Yeah.,neutral,,,,,,
"No, no, they will. I just... uh...",neutral,,,,,,
Can't wait.,neutral,,,,,,
"Come on, they're gonna love you.",neutral,,,,,,
Oh my god. Oh my god. Excuse me. Move! Move! Emergency! Excuse me!,happy,,,,,,
Rach!,happy,,,,,,
"It was, it was great. Oh, what happened?",fearful,,,,,,
What?,fearful,,,,,,
You're bleeding.,fearful,,,,,,
"I am? Oh, look at that, yes I am. Enough about me, enough about me, Mr. Back from the Orient. Come on. I wanna hear everything! Everything.",happy,,,,,,
"Well, where do I start? This is Julie. Julie, this is Rachel.",happy,,,,,,
"These are, these aren't for you. These are for you. Welcome to our country.",neutral,,,,,,
Thank you. I'm from New York.,happy,,,,,,
"Ok, well, not a problem. We'll just use them to stop the bleeding. Ok. Baggage claim? Ok.",happy,,,,,,
"Hey, Rach, can I get some coffee?",neutral,,,,,,
"Yeah, sure.",neutral,,,,,,
Thank you.,happy,,,,,,
"Hey, Rach, can I get...",neutral,,,,,,
Did you talk to him?,fearful,,,,,,
Not yet.,neutral,,,,,,
"Then, no.",angry,,,,,,
"So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know.",neutral,,,,,,
"I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?",angry,,,,,,
God?,fearful,,,,,,
"It was you, pal.",happy,,,,,,
"Well, maybe it was God, doing me.",fearful,,,,,,
"Well, you owe me one, big guy.",happy,,,,,,
Here's your lemonade.,neutral,,,,,,
I didn't order lemonade.,neutral,,,,,,
"Oh. Well then, you better go take that back because they're gonna charge you for that.",neutral,,,,,,
But...,neutral,,,,,,
"Go-go-go-go, come on! So uh, what did you find out?",fearful,,,,,,
How is that the silver lining?,angry,,,,,,
You have to really wanna see it.,happy,,,,,,
"You know, I think I was sixteen.",happy,,,,,,
"Please, just a little bit off the back.",happy,,,,,,
"I'm still on ""no.""",happy,,,,,,
"No-no-no-no-no, I'm not fallin' for that again.",fearful,,,,,,
What's goin' on?,angry,,,,,,
What stupid thing did you do?,angry,,,,,,
Bon giorno tutti!,happy,,,,,,
Ewww!,happy,,,,,,
"All right, that's it, I quit.",angry,,,,,,
What? I didn't say anything.,fearful,,,,,,
"Yeah, but this isn't the face of a person who trusts a person. Ok, this is the face of a person who, you know, doesn't trust a person.",angry,,,,,,
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",sad,,,,,,
Would you relax? I know what I am doing. This is how he wears it.,angry,,,,,,
How who wears it?,angry,,,,,,
Demi Moore.,neutral,,,,,,
Demi Moore is not a he.,angry,,,,,,
"Well, he was a he in Arthur, and in Ten.",neutral,,,,,,
That's Dudley Moore. I said I wanted it like Demi Moore.,angry,,,,,,
Oh. Oh!,fearful,,,,,,
Oh my God!,fearful,,,,,,
Oh my God!,fearful,,,,,,
Oh my God!,fearful,,,,,,
"She's the actress that was in Disclosure, Indecent Proposal, Ghost!",neutral,,,,,,
"Oh, she's got gorgeous hair.",happy,,,,,,
I know!,angry,,,,,,
Even Mary Tyler Moore would've been better.,angry,,,,,,
"I like it. I do, I think it's a Ten.",happy,,,,,,
Thank you. My hair is very amused.,angry,,,,,,
"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true.",happy,,,,,,
Thank you.,happy,,,,,,
"Well, I gotta go. Bye. Bye, Rach.",happy,,,,,,
"Wait, are you leaving?",fearful,,,,,,
"Yeah, that's kinda what I meant by ""bye!""",angry,,,,,,
"Well, can I talk to you for a sec?",fearful,,,,,,
Okay.,neutral,,,,,,
"Hey, when the doctor does that hernia test...",fearful,,,,,,
That's ok.,happy,,,,,,
What's goin' on?,fearful,,,,,,
No. No-no-no-no.,happy,,,,,,
Really?,happy,,,,,,
"You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?",happy,,,,,,
"No, I think that was the whole all.",sad,,,,,,
Okay. Okay. Okay.,happy,,,,,,
"I swear to god, Dad. That's not how they measure pants.",angry,,,,,,
"Oh yeah! Oh, I can do that.",happy,,,,,,
Really?,happy,,,,,,
You wanna do it right now?,fearful,,,,,,
Great!,happy,,,,,,
"Ok, I just wanna be really sure this time. Andie McDowell's the girl from Four Weddings and a Funeral, right?",fearful,,,,,,
No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from Planet of the Apes.,happy,,,,,,
"Oh, yeah. Ok, thank you.",happy,,,,,,
You're welcome.,neutral,,,,,,
"Oh, is he hungry already?",neutral,,,,,,
I guess so.,neutral,,,,,,
"You know, it's... something funny about sneakers. I'll be right back.",neutral,,,,,,
"I gotta get one, too.",neutral,,,,,,
What are you guys doing?,fearful,,,,,,
We're just hanging out by the spoons. Ladle?,neutral,,,,,,
"Look, would you guys grow up? That is the most natural beautiful thing in the world.",angry,,,,,,
"Yeah, we know, but there's a baby suckin' on it.",neutral,,,,,,
Carol?,neutral,,,,,,
Carol? I was just wondering if Joey could ask you a question about breast-feeding?,neutral,,,,,,
Sure.,neutral,,,,,,
"Uh, does it hurt?",fearful,,,,,,
"It did at first, but not anymore.",neutral,,,,,,
Chandler?,neutral,,,,,,
"So, uh, how often can you do it?",fearful,,,,,,
As much as he needs.,neutral,,,,,,
"Ok, I got one, I got one. Uh, if he blows into one, does the other one get bigger?",happy,,,,,,
"Rachel, do you have any muffins left?",neutral,,,,,,
"Yeah, I forget which ones.",neutral,,,,,,
No thanks.,neutral,,,,,,
"Oh, you're losin' your apron here, let me get it. There you go.",neutral,,,,,,
Thank you. What a bitch.,angry,,,,,,
"I can't, I have to take my grandmother to the vet.",neutral,,,,,,
"Ok, um, I'll go with you.",neutral,,,,,,
Great.,happy,,,,,,
"Hi, honey.",happy,,,,,,
"Hey, sweetums.",happy,,,,,,
Hello to the rest.,neutral,,,,,,
Hi!,happy,,,,,,
"It's gonna be a problem, isn't it?",neutral,,,,,,
But I'm...,neutral,,,,,,
"Yeah, uh, it's actually not that big a deal.",neutral,,,,,,
You're welcome.,neutral,,,,,,
"Woof, woof.",neutral,,,,,,
Bijan for men? Bijan for men? Bijan for men? Hey Annabelle.,happy,,,,,,
Who?,fearful,,,,,,
Hombre?,neutral,,,,,,
What's he doin' in my section?,fearful,,,,,,
I guess he doesn't know.,neutral,,,,,,
Mornin'.,neutral,,,,,,
"Your territory, huh?",angry,,,,,,
Yeah. Bijan for men?,happy,,,,,,
No thanks.,neutral,,,,,,
Hombre?,neutral,,,,,,
Yeah. All right.,happy,,,,,,
You were saying?,happy,,,,,,
What?,neutral,,,,,,
"We were shopping, and we had lunch.",neutral,,,,,,
"Oh, all right. What did I have?",neutral,,,,,,
You had a salad.,neutral,,,,,,
"Oh, no wonder I don't feel full.",neutral,,,,,,
"Hey, guys, what's up.",neutral,,,,,,
"Good, Pheebs. What'd you buy?",neutral,,,,,,
"Um, we went shopping for um, for, fur.",fearful,,,,,,
You went shopping for fur?,neutral,,,,,,
You bought boobs?,neutral,,,,,,
"Oh, actually I sorta have plans.",sad,,,,,,
"Ready, Annabelle?",neutral,,,,,,
You bet. Maybe some other time?,neutral,,,,,,
"Oh, this is so cute.",happy,,,,,,
"Oh, I got that for him.",happy,,,,,,
"Did you just say Hi, Jew?",neutral,,,,,,
"Ben, dinner!",happy,,,,,,
What did you just do?,angry,,,,,,
"I licked my arm, what?",happy,,,,,,
It's breast milk.,angry,,,,,,
Mr. Heckles.,neutral,,,,,,
How did this happen?,neutral,,,,,,
He musta been sweepin'. They found a broom in his hand.,sad,,,,,,
That's terrible.,sad,,,,,,
I know. I was sweepin' yesterday. It coulda been me.,sad,,,,,,
"Sure, sweepin'. You never know.",sad,,,,,,
You never know.,sad,,,,,,
"Ok, it's very faint, but I can still sense him in the building. Go into the light, Mr. Heckles!",sad,,,,,,
"Ok, Phoebe.",neutral,,,,,,
Such as?,neutral,,,,,,
"Like crop circles, or the Bermuda triangle, or evolution?",happy,,,,,,
"Whoa, whoa, whoa. What, you don't, uh, you don't believe in evolution?",fearful,,,,,,
Nah. Not really.,neutral,,,,,,
You don't believe in evolution?,fearful,,,,,,
"Too easy? Too...The process of every living thing on this planet evolving over millions of years from single-celled organisms, too easy?",angry,,,,,,
"Yeah, I just don't buy it.",happy,,,,,,
"Ok, don't get me started on gravity.",happy,,,,,,
"You uh, you don't believe in gravity?",angry,,,,,,
"Uh-Oh. It's Isaac Newton, and he's pissed.",happy,,,,,,
"There she is. And over there, that's the other one. This is Mr. Buddy Boyle, Mr. Heckles' attorney. He'd like to talk to you.",happy,,,,,,
What can we do for you?,happy,,,,,,
"Well, what about his family?",sad,,,,,,
He didn't have any.,happy,,,,,,
"Ok, so let's talk money.",happy,,,,,,
"All right, there was none. Let's talk signing. You be noisy girl number one, you be noisy girl number two.",happy,,,,,,
How can you not believe in evolution?,fearful,,,,,,
Just don't. Look at this funky shirt!,happy,,,,,,
Really? You can actually see it?,neutral,,,,,,
"You bet. In the U.S., China, Africa, all over.",happy,,,,,,
"See, I didn't know that.",neutral,,,,,,
"Well, there you go.",happy,,,,,,
"Huh. So now, the real question is, who put those fossils there, and why?",neutral,,,,,,
"Hey, look at this. ""My Big Book of Grievances.""",happy,,,,,,
"Hey, there's me! April 17th. Excessive noise. Italian guy comes homes with a date. Hey Chandler, look, you're in here too.",happy,,,,,,
"April 18th, excessive noise. Italian guy's gay roommate comes home with the dry-cleaning. Well that's excellent.",happy,,,,,,
"Monica, Monica, look at this lamp. Is this tacky or what? We have to have this.",happy,,,,,,
"Rache, I think we have enough regular lamps.",angry,,,,,,
"What? Come on, it's not like I'm asking for this girly clock or anything, which, by the way, I also think is very cool.",happy,,,,,,
It doesn't go with any of my stuff.,angry,,,,,,
"Well, what about my stuff?",angry,,,,,,
You don't have any stuff.,happy,,,,,,
"You still think of it as your apartment, don't you?",angry,,,,,,
No.,neutral,,,,,,
"Yes you do. You think of it as your apartment, and I'm just somebody who rents a room.",angry,,,,,,
Mmmmm.,neutral,,,,,,
"Ok, Pheebs. See how I'm making these little toys move? Opposable thumbs. Without evolution, how do you explain opposable thumbs?",happy,,,,,,
Maybe the overlords needed them to steer their spacecrafts.,neutral,,,,,,
Please tell me you're joking.,angry,,,,,,
"Look, can't we just say that you believe in something, and I don't.",angry,,,,,,
