Utterance,Emotion
"Okay, my next song’s called: Phoebe Buffay, What Can I Say.",neutral
"I Really Loved When We Were Singing Partners, And I Shouldn’t Have Left You That Way.",neutral
Wow! This girl is good.,surprised
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",angry
Say you'll stay beside me,sad
"Okay, see, see, everyone else is happy she’s done.",angry
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",angry
I like her.,neutral
Why? Because she can sing and play guitar and do both at the same time?,neutral
"Well, that’s pretty much all I’m looking for from these people.",neutral
"Well, that’s pretty much all I’m looking for from these people.",neutral
Look at you. All jealous.,angry
Look at you. All jealous.,angry
"Yeah Pheebs, come on, you two have completely different styles. Y'know, she’s more.. y'know, and you’re more",neutral
"Yeah Pheebs, come on, you two have completely different styles. Y'know, she’s more.. y'know, and you’re more",neutral
Say you'll stay beside me,sad
"Okay, see, see, everyone else is happy she’s done.",angry
"Okay, my next song’s called: Phoebe Buffay, What Can I Say.",neutral
"I Really Loved When We Were Singing Partners, And I Shouldn’t Have Left You That Way.",neutral
"Oh no, one of those ‘look for the hidden meaning’ songs.",neutral
"Yes, hello.",neutral
I have a question.,neutral
"Umm, I used your pen to draw on my friend's face.",neutral
A beard and a moustache.,neutral
Thank you.,neutral
"No,",neutral
What?! What else did he say?,surprised
"Umm, he said he thought I was funny.",neutral
"So… Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",neutral
"Ross, no! There is",angry
"Oh, come on! Rach, it's-it's not that bad.",neutral
"Ross, I am a human doodle!!",angry
"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",neutral
"And besides, hey-hey-hey no one is even gonna",neutral
"Okay, there was",neutral
Come on!,happy
"Oh wait, don’t you have to pay for your,  Busty Ladies?",happy
"No, it’s okay. Some-some kid asked me to pick it up for him, but I don’t",neutral
Oh my God!!! What are you doing?!!,surprised
"You said, you wanna come in for some lemonade?",neutral
So?!,disgusted
"Whoa, ah!! We’re you just gonna give me some lemonade?",surprised
Yeah huh!! Cover yourself up!,disgusted
"Oh right, right.",neutral
"I don’t believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",disgusted
Well usually...yeah!,surprised
"Well, not just lemonade, iced tea, sometimes juice.",neutral
"Well, sorry, I just, I thought you liked me.",neutral
I’m such a jerk.,sad
"It’s okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",neutral
Hmmm... this is so nice.,happy
"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",neutral
OK.,neutral
"OK. Here goes. For a while now, I've been wanting to, um....",neutral
Ohhh!!!!,surprised
"Yes, yes, that's right...",neutral
"Oh, look at the little cat!",surprised
What?  Ow!,surprised
"Well, I was probably going to do it at some point.",neutral
I didn't mean,neutral
It's brilliant!,happy
"Goodbye Mike, we'll see you at the wedding, fella!",happy
"well, we probably won't invite you to the wedding...",neutral
"Thank you, Chandler.",neutral
Sincerely.,neutral
"Well, you're welcome! Glad I could help.",happy
"David, I'm pretending to",neutral
"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can’t win if you don’t ask any",happy
What?!,surprised
"Well, you promised me a fun road trip!",happy
We’ve been on the road six hours and you’ve been asleep for five and a half!,angry
We are switching at the next rest stop and,angry
All right. All right.,neutral
Yeah! And until then you are going to sing to me because the radio’s broken and you are selfish but have a nice voice.,angry
Really? I don’t,surprised
Sing!!,angry
"Well, you promised me a fun road trip!",happy
We’ve been on the road six hours and you’ve been asleep for five and a half!,angry
We are switching at the next rest stop and,angry
Sing!!,angry
Morning!,happy
Everything was delicious!,happy
Thank you!,happy
Thank you!,happy
It was. The duck in particular was superb.,happy
Thank you!    You haven't said anything...,happy
Thank you!    You haven't said anything...,happy
Actually I do have one small complaint.,neutral
Oh..please!I-I welcome criticism.,neutral
The musician right outside the restaurant...it's kind    of a mood-killer!,sad
What musician?,surprised
We did?,neutral
You owe me 20 bucks.,happy
You owe me 20 bucks.,happy
Thank you. Thank you so much!,happy
"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",neutral
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",surprised
"What, what, what is it with you and this holiday?",angry
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",surprised
"What, what, what is it with you and this holiday?",angry
"All right, I'm nine years old.",neutral
We just finished this magnificent Thanksgiving dinner.,neutral
"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",sad
Oh my god.,surprised
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,sad
"All right, I'm nine years old.",neutral
"Oh, I hate this story.",sad
We just finished this magnificent Thanksgiving dinner.,neutral
"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",sad
"Hey, who's this little naked guy?",surprised
That little naked guy would be me.,neutral
"Aww, look at the little thing.",surprised
"Aww, look at the little thing.",surprised
Who are those people?,surprised
Who are those people?,surprised
Got me.,surprised
Got me.,surprised
"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",neutral
"Let's see, 1939... yeah, 24, 25?",neutral
Looks like a fun gang.,neutral
"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",neutral
"Wow, Monica, you look just like your grandmother. How old was she there?",surprised
"Let's see, 1939... yeah, 24, 25?",neutral
Looks like a fun gang.,neutral
"Ooh, look-look-look-look-look! I got Monica naked!",happy
"So, what’s this about?",happy
"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",neutral
No.  This is my red sweater.,neutral
Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay.,fearful
What’s going on Rach?,happy
"Y’know, I’m actually glad Phoebe called.",happy
"I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",happy
What’s going on Rach?,happy
"Nothing! Phoebe kinda made a mistake. But y’know you do wear that sweater a lot, are you involved in some kind of dare?",fearful
"Y’know, I’m actually glad Phoebe called.",happy
"I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",happy
"Oh, it’s just not the right time.",sad
It is the right time.,happy
Okay.,neutral
‘Kay!,happy
in the category of Favorite Returning Male Character the nominees are: John Wheeler from,neutral
What the?!,surprised
Yeah.,neutral
"You’re an Aquarius, huh?",neutral
I bet you’re a Gemini.,neutral
Nope.,neutral
Taurus?,neutral
Nope.,neutral
Virgo?,neutral
Nope.,neutral
Sagittarius?,neutral
Yep.,neutral
"I knew it! I knew it, ahh….",happy
You’re not gonna speed anymore right?,neutral
I won’t speed.,neutral
And you promise you’ll get this taken care of right away?,neutral
I promise.,neutral
And in the meantime you better let him drive. Does he have a license?,neutral
Yeah!,neutral
Can he handle the stick?,neutral
Oh well,neutral
Oh well,neutral
I can handle the stick!!,angry
Hey!,happy
I can’t believe this is taking so long. How are you doing?,sad
Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,sad
Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,sad
Weirdest thing. Did I hear——Mother of God it’s true!,surprised
Weirdest thing. Did I hear——Mother of God it’s true!,surprised
Chandler Bing!,surprised
"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",neutral
Janice I didn’t even know you were pregnant! Who’s the unwitting human who’s essence you’ve stolen?,surprised
It’s you. This is yours.,neutral
What?!,surprised
Look how nervous he gets! We haven’t slept together in years!,happy
That’s funny. Does it-does it hurt? Does the labor hurt?,fearful
Chandler Bing!,surprised
Janice,surprised
Janice,surprised
"Not just Janice, Janice in labor, contracting and everything.",happy
"Not just Janice, Janice in labor, contracting and everything.",happy
"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",neutral
"Man, I’m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",angry
"Y’know, y’know I’m lookin’ and I don’t think anyone’s home here.",neutral
"I say we just break the window, crawl through, and-and y’know explain later.",neutral
Yeah? Really? No one’s home?,surprised
I don’t think so. Hello?  When you get in there,neutral
"Hey, what's up?",neutral
I just saw Danny getting on the subway with a girl and he had his arm around her.,sad
"Oh, honey, I'm sorry.",sad
"Well, you should be, this is all your fault! You meddled in our relationship!!",angry
You had no relationship!!,angry
"No, but I was doing my thing and everything was going according to the plan!",angry
"Oh God, stop with the plan!",angry
"So what, so what you saw him with a girl?",neutral
Who cares?!,angry
That doesn't mean anything!,angry
"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",neutral
She was kinda stupid.,neutral
You're right.,neutral
"All right, I'm just gonna go on the date.",neutral
I'm gonna go on the date.,neutral
That is the new plan.,neutral
Hi.,neutral
Phoebe!,surprised
Ta-da.,happy
Hey.,neutral
Hi.,neutral
"Ahh, look at you, you look great.",happy
"Do I? Thank you, so do you.",neutral
Thanks.,neutral
Sparkly.,neutral
"So, wow, this is pretty wonerful, huh.",happy
